ad_id,product,channel,audience,date,impressions,clicks,conversions,spend,headline_len,sentiment,ctr,cvr
ad_469,Smartwatch Pro,facebook,Women 25-40,2025-10-23,730,9,0,7.88,53,-0.264,0.012328767123287671,0.0
ad_470,Online MBA Course,google_search,Men 25-40,2025-10-04,785,25,1,11.02,24,0.375,0.03184713375796178,0.04
ad_471,Eco Bottle,facebook,Women 25-40,2025-08-24,887,7,1,12.64,30,0.034,0.007891770011273957,0.14285714285714285
ad_472,Eco Bottle,google_search,Women 25-40,2025-11-04,361,8,0,4.27,25,-0.39,0.0221606648199446,0.0
ad_473,Online MBA Course,google_search,Professionals 30-45,2025-10-14,1704,49,3,24.36,15,-0.283,0.028755868544600938,0.061224489795918366
ad_474,Organic Face Cream,instagram,Students 18-25,2025-08-30,734,7,1,8.67,11,0.283,0.009536784741144414,0.14285714285714285
ad_475,Smartwatch Pro,google_search,Men 25-40,2025-11-03,173,4,0,2.25,13,-0.007,0.023121387283236993,0.0
ad_476,Online MBA Course,google_search,Professionals 30-45,2025-10-15,4837,160,1,58.71,31,-0.326,0.033078354351870995,0.00625
ad_477,Online MBA Course,youtube,Men 25-40,2025-09-03,335,4,1,3.53,49,-0.3,0.011940298507462687,0.25
ad_478,Organic Face Cream,youtube,Students 18-25,2025-09-09,1076,9,0,13.03,29,-0.84,0.008364312267657992,0.0
ad_479,Online MBA Course,google_search,Professionals 30-45,2025-11-06,1031,29,1,11.2,18,0.306,0.028128031037827354,0.034482758620689655
ad_480,NoiseCancel Headphones,google_search,Professionals 30-45,2025-10-05,104,2,0,1.4,36,0.19,0.019230769230769232,0.0
ad_481,Eco Bottle,instagram,Men 25-40,2025-08-29,716,11,0,7.33,37,-0.085,0.015363128491620111,0.0
ad_482,Organic Face Cream,facebook,Professionals 30-45,2025-10-15,159,2,1,2.01,52,-0.1,0.012578616352201259,0.5
ad_483,Organic Face Cream,instagram,Students 18-25,2025-08-30,1027,15,0,13.57,23,-0.113,0.014605647517039922,0.0
ad_484,Organic Face Cream,instagram,Professionals 30-45,2025-08-31,183,0,0,2.6,33,-0.355,0.0,0.0
ad_485,Online MBA Course,google_search,Women 25-40,2025-08-17,1633,49,0,21.73,24,0.398,0.030006123698714023,0.0
ad_486,Smartwatch Pro,facebook,Women 25-40,2025-09-04,1171,2,0,12.83,56,-0.375,0.0017079419299743809,0.0
ad_487,Smartwatch Pro,facebook,Professionals 30-45,2025-11-05,2328,28,4,27.74,27,0.325,0.012027491408934709,0.14285714285714285
ad_488,NoiseCancel Headphones,google_search,Professionals 30-45,2025-11-04,300,13,1,3.59,20,-0.114,0.043333333333333335,0.07692307692307693
ad_489,Organic Face Cream,instagram,Men 25-40,2025-09-13,81,0,0,1.01,23,0.409,0.0,0.0
ad_490,Eco Bottle,youtube,Women 25-40,2025-11-12,283,3,0,4.14,53,0.109,0.01060070671378092,0.0
ad_491,Organic Face Cream,youtube,Professionals 30-45,2025-10-22,975,1,0,11.2,10,0.102,0.0010256410256410256,0.0
ad_492,Smartwatch Pro,youtube,Women 25-40,2025-08-18,742,6,0,8.44,37,0.098,0.008086253369272238,0.0
ad_493,NoiseCancel Headphones,facebook,Men 25-40,2025-10-01,5563,35,0,60.95,16,-0.077,0.00629156929714183,0.0
ad_494,NoiseCancel Headphones,facebook,Professionals 30-45,2025-08-30,1631,12,0,22.55,37,0.155,0.007357449417535254,0.0
ad_495,Organic Face Cream,facebook,Men 25-40,2025-08-24,332,5,0,3.4,48,0.698,0.015060240963855422,0.0
ad_496,Organic Face Cream,google_search,Students 18-25,2025-11-08,704,15,0,9.09,28,0.033,0.02130681818181818,0.0
ad_497,Eco Bottle,instagram,Men 25-40,2025-08-24,992,16,1,11.69,15,0.422,0.016129032258064516,0.0625
ad_498,Eco Bottle,facebook,Professionals 30-45,2025-08-24,236,1,0,2.53,53,-0.376,0.00423728813559322,0.0
ad_499,Eco Bottle,youtube,Students 18-25,2025-10-18,666,9,0,8.78,48,-0.296,0.013513513513513514,0.0
ad_500,Eco Bottle,instagram,Men 25-40,2025-09-26,2717,28,0,38.78,16,-0.073,0.010305483989694516,0.0
ad_501,Organic Face Cream,youtube,Students 18-25,2025-08-31,113,0,0,1.19,22,0.233,0.0,0.0
ad_502,Eco Bottle,google_search,Professionals 30-45,2025-10-12,584,16,3,8.12,40,0.118,0.0273972602739726,0.1875
ad_503,NoiseCancel Headphones,instagram,Professionals 30-45,2025-10-18,1745,14,2,20.25,24,0.091,0.008022922636103151,0.14285714285714285
ad_504,Organic Face Cream,youtube,Professionals 30-45,2025-08-16,1274,9,0,15.59,15,-0.387,0.00706436420722135,0.0
ad_505,Eco Bottle,facebook,Men 25-40,2025-10-09,131,0,0,1.4,30,0.163,0.0,0.0
ad_506,Organic Face Cream,facebook,Students 18-25,2025-10-04,701,9,0,9.07,56,-0.431,0.012838801711840228,0.0
ad_507,Smartwatch Pro,facebook,Students 18-25,2025-09-15,429,5,0,4.61,26,-0.329,0.011655011655011656,0.0
ad_508,Eco Bottle,google_search,Women 25-40,2025-08-26,306,9,0,3.39,43,0.123,0.029411764705882353,0.0
ad_509,Eco Bottle,google_search,Students 18-25,2025-11-02,852,19,0,9.07,54,0.236,0.022300469483568074,0.0
ad_510,Smartwatch Pro,facebook,Men 25-40,2025-10-23,1125,11,5,16.57,55,0.191,0.009777777777777778,0.45454545454545453
ad_511,Eco Bottle,google_search,Professionals 30-45,2025-10-17,604,21,1,7.61,26,0.453,0.0347682119205298,0.047619047619047616
ad_512,Smartwatch Pro,instagram,Men 25-40,2025-08-29,128,1,0,1.72,22,0.116,0.0078125,0.0
ad_513,Smartwatch Pro,google_search,Women 25-40,2025-08-28,3724,89,1,50.01,40,-0.079,0.02389903329752954,0.011235955056179775
ad_514,Organic Face Cream,facebook,Men 25-40,2025-08-25,1173,13,0,14.27,14,-0.471,0.011082693947144074,0.0
ad_515,Online MBA Course,youtube,Women 25-40,2025-10-24,363,1,0,4.38,12,0.338,0.0027548209366391185,0.0
ad_516,Smartwatch Pro,facebook,Professionals 30-45,2025-08-27,106,0,0,1.54,32,0.425,0.0,0.0
ad_517,Online MBA Course,google_search,Women 25-40,2025-08-17,327,8,1,3.59,13,0.2,0.024464831804281346,0.125
ad_518,Eco Bottle,facebook,Men 25-40,2025-10-07,926,21,1,13.28,28,-0.344,0.02267818574514039,0.047619047619047616
ad_519,NoiseCancel Headphones,google_search,Students 18-25,2025-10-06,406,16,1,4.22,55,0.111,0.03940886699507389,0.0625
ad_520,Online MBA Course,youtube,Women 25-40,2025-09-06,3166,33,1,33.64,32,0.229,0.010423246999368288,0.030303030303030304
ad_521,Online MBA Course,instagram,Men 25-40,2025-10-19,1144,21,2,11.76,42,0.253,0.018356643356643356,0.09523809523809523
ad_522,Smartwatch Pro,instagram,Women 25-40,2025-09-24,3196,40,3,37.57,18,-0.187,0.012515644555694618,0.075
ad_523,Eco Bottle,facebook,Women 25-40,2025-10-20,213,3,0,2.24,51,0.14,0.014084507042253521,0.0
ad_524,Eco Bottle,instagram,Professionals 30-45,2025-09-11,625,11,1,7.34,42,-0.144,0.0176,0.09090909090909091
ad_525,Online MBA Course,youtube,Students 18-25,2025-08-18,1785,13,0,23.03,43,0.384,0.007282913165266107,0.0
ad_526,Online MBA Course,google_search,Professionals 30-45,2025-09-16,1222,34,4,12.51,18,-0.2,0.027823240589198037,0.11764705882352941
ad_527,Eco Bottle,facebook,Men 25-40,2025-09-10,4627,54,0,67.14,40,-0.199,0.011670628917224984,0.0
ad_528,Smartwatch Pro,youtube,Professionals 30-45,2025-10-16,386,1,0,4.64,14,0.43,0.0025906735751295338,0.0
ad_529,Online MBA Course,google_search,Students 18-25,2025-09-30,924,22,0,10.88,39,0.005,0.023809523809523808,0.0
ad_530,Online MBA Course,facebook,Men 25-40,2025-08-25,722,6,0,9.82,11,-0.085,0.008310249307479225,0.0
ad_531,Organic Face Cream,google_search,Men 25-40,2025-11-07,1295,48,4,16.58,39,-0.046,0.037065637065637064,0.08333333333333333
ad_532,Smartwatch Pro,instagram,Professionals 30-45,2025-10-09,862,13,0,11.72,44,0.115,0.015081206496519721,0.0
ad_533,Online MBA Course,instagram,Professionals 30-45,2025-10-26,2141,35,0,29.57,52,-0.204,0.016347501167678656,0.0
ad_534,Smartwatch Pro,google_search,Students 18-25,2025-11-05,33,0,0,0.48,19,-0.289,0.0,0.0
ad_535,Online MBA Course,instagram,Professionals 30-45,2025-10-07,101,2,0,1.38,52,0.311,0.019801980198019802,0.0
ad_536,NoiseCancel Headphones,facebook,Professionals 30-45,2025-08-16,1639,18,0,21.02,11,-0.079,0.010982306284319707,0.0
ad_537,Organic Face Cream,facebook,Men 25-40,2025-09-05,819,8,0,11.09,16,0.306,0.009768009768009768,0.0
ad_538,Organic Face Cream,facebook,Professionals 30-45,2025-11-09,406,7,0,4.87,22,0.109,0.017241379310344827,0.0
ad_539,Online MBA Course,facebook,Women 25-40,2025-11-13,497,0,0,7.42,50,0.297,0.0,0.0
ad_540,Online MBA Course,google_search,Professionals 30-45,2025-09-06,113,6,0,1.33,53,0.317,0.05309734513274336,0.0
ad_541,Smartwatch Pro,youtube,Men 25-40,2025-10-06,2363,20,0,28.79,26,-0.482,0.008463817181548879,0.0
ad_542,NoiseCancel Headphones,facebook,Professionals 30-45,2025-10-13,134,2,0,1.39,12,0.724,0.014925373134328358,0.0
ad_543,Eco Bottle,youtube,Students 18-25,2025-08-29,953,13,0,10.17,16,0.093,0.013641133263378805,0.0
ad_544,Eco Bottle,youtube,Students 18-25,2025-08-29,1083,9,1,11.0,40,0.032,0.008310249307479225,0.1111111111111111
ad_545,Organic Face Cream,youtube,Students 18-25,2025-10-28,766,9,2,8.46,31,0.716,0.01174934725848564,0.2222222222222222
ad_546,Smartwatch Pro,instagram,Students 18-25,2025-09-13,163,2,0,2.1,54,0.526,0.012269938650306749,0.0
ad_547,Smartwatch Pro,google_search,Students 18-25,2025-08-19,1625,42,3,22.5,32,0.187,0.025846153846153845,0.07142857142857142
ad_548,Eco Bottle,google_search,Women 25-40,2025-09-04,1245,43,2,12.75,23,-0.081,0.03453815261044177,0.046511627906976744
ad_549,Eco Bottle,instagram,Women 25-40,2025-10-04,179,6,0,2.41,39,-0.201,0.0335195530726257,0.0
ad_550,Smartwatch Pro,instagram,Students 18-25,2025-08-26,1106,13,0,11.16,16,0.016,0.011754068716094032,0.0
ad_551,Eco Bottle,google_search,Students 18-25,2025-09-26,2547,83,3,34.22,24,0.343,0.0325873576756969,0.03614457831325301
ad_552,Online MBA Course,youtube,Students 18-25,2025-11-12,820,5,2,8.62,13,0.134,0.006097560975609756,0.4
ad_553,NoiseCancel Headphones,youtube,Professionals 30-45,2025-11-12,1182,11,0,13.04,44,0.722,0.009306260575296108,0.0
ad_554,Smartwatch Pro,youtube,Professionals 30-45,2025-09-01,528,0,0,6.28,46,-0.047,0.0,0.0
ad_555,Organic Face Cream,facebook,Women 25-40,2025-09-12,1903,23,0,27.31,47,-0.119,0.01208617971623752,0.0
ad_556,Smartwatch Pro,instagram,Women 25-40,2025-08-23,193,3,0,2.05,22,0.11,0.015544041450777202,0.0
ad_557,NoiseCancel Headphones,instagram,Students 18-25,2025-10-24,3371,58,1,38.47,58,0.096,0.017205576980124593,0.017241379310344827
ad_558,Eco Bottle,instagram,Professionals 30-45,2025-08-27,761,7,0,10.97,59,0.471,0.009198423127463863,0.0
ad_559,Online MBA Course,youtube,Professionals 30-45,2025-11-08,144,0,0,1.72,19,0.277,0.0,0.0
ad_560,Smartwatch Pro,youtube,Professionals 30-45,2025-09-04,3278,27,0,35.59,35,-0.302,0.00823672971323978,0.0
ad_561,Organic Face Cream,youtube,Men 25-40,2025-10-22,991,4,0,12.27,20,-0.099,0.004036326942482341,0.0
ad_562,NoiseCancel Headphones,youtube,Men 25-40,2025-11-09,371,3,0,3.92,18,-0.054,0.008086253369272238,0.0
ad_563,Smartwatch Pro,youtube,Students 18-25,2025-09-12,455,5,0,5.38,59,0.071,0.01098901098901099,0.0
ad_564,Smartwatch Pro,instagram,Students 18-25,2025-09-16,965,10,0,10.11,37,-0.205,0.010362694300518135,0.0
ad_565,Organic Face Cream,google_search,Students 18-25,2025-11-04,340,8,0,4.69,42,-0.135,0.023529411764705882,0.0
ad_566,Online MBA Course,facebook,Professionals 30-45,2025-08-18,837,14,0,9.65,41,0.209,0.016726403823178016,0.0
ad_567,Eco Bottle,youtube,Professionals 30-45,2025-11-07,1430,14,0,16.08,46,0.343,0.009790209790209791,0.0
ad_568,Organic Face Cream,instagram,Students 18-25,2025-10-20,445,4,0,6.01,24,0.149,0.008988764044943821,0.0
ad_569,Online MBA Course,instagram,Professionals 30-45,2025-08-20,165,3,0,1.97,26,0.496,0.01818181818181818,0.0
ad_570,NoiseCancel Headphones,youtube,Professionals 30-45,2025-10-27,228,2,0,3.14,45,0.519,0.008771929824561403,0.0
ad_571,NoiseCancel Headphones,google_search,Students 18-25,2025-09-01,1070,29,0,13.96,29,0.247,0.027102803738317756,0.0
ad_572,Eco Bottle,facebook,Professionals 30-45,2025-11-05,25,1,0,0.27,28,0.235,0.04,0.0
ad_573,Online MBA Course,youtube,Professionals 30-45,2025-10-05,1198,12,0,15.03,59,0.103,0.01001669449081803,0.0
ad_574,Eco Bottle,google_search,Men 25-40,2025-10-19,29,0,0,0.32,27,-0.048,0.0,0.0
ad_575,Online MBA Course,youtube,Professionals 30-45,2025-10-24,1996,14,0,25.71,48,-0.51,0.0070140280561122245,0.0
ad_576,NoiseCancel Headphones,facebook,Students 18-25,2025-08-26,630,3,0,8.03,42,-0.06,0.004761904761904762,0.0
ad_577,NoiseCancel Headphones,youtube,Men 25-40,2025-10-26,331,2,0,4.33,38,0.239,0.006042296072507553,0.0
ad_578,Smartwatch Pro,facebook,Women 25-40,2025-09-23,1168,5,0,15.11,24,0.131,0.004280821917808219,0.0
ad_579,NoiseCancel Headphones,facebook,Men 25-40,2025-10-14,676,7,0,7.97,53,0.1,0.010355029585798817,0.0
ad_580,Online MBA Course,youtube,Professionals 30-45,2025-09-12,457,4,0,5.77,51,0.264,0.0087527352297593,0.0
ad_581,NoiseCancel Headphones,google_search,Professionals 30-45,2025-09-28,1480,54,3,17.09,36,0.438,0.03648648648648649,0.05555555555555555
ad_582,Smartwatch Pro,google_search,Women 25-40,2025-08-29,369,6,0,3.79,10,-0.124,0.016260162601626018,0.0
ad_583,NoiseCancel Headphones,facebook,Men 25-40,2025-09-14,885,9,0,13.03,42,0.462,0.010169491525423728,0.0
ad_584,Organic Face Cream,instagram,Students 18-25,2025-08-18,3142,39,3,33.87,17,0.201,0.012412476129853597,0.07692307692307693
ad_585,Online MBA Course,instagram,Women 25-40,2025-08-29,116,2,0,1.24,33,0.453,0.017241379310344827,0.0
ad_586,Online MBA Course,facebook,Men 25-40,2025-10-18,339,2,1,3.65,43,0.124,0.0058997050147492625,0.5
ad_587,Smartwatch Pro,instagram,Women 25-40,2025-10-28,906,14,0,10.67,31,-0.109,0.01545253863134658,0.0
ad_588,Online MBA Course,google_search,Professionals 30-45,2025-09-13,1579,48,3,22.01,46,-0.231,0.030398986700443317,0.0625
ad_589,Organic Face Cream,instagram,Students 18-25,2025-09-14,335,7,0,4.0,47,0.412,0.020895522388059702,0.0
ad_590,NoiseCancel Headphones,youtube,Students 18-25,2025-09-26,533,3,1,7.15,24,0.604,0.005628517823639775,0.3333333333333333
ad_591,NoiseCancel Headphones,google_search,Students 18-25,2025-11-07,82,5,2,0.93,50,-0.496,0.06097560975609756,0.4
ad_592,Online MBA Course,instagram,Professionals 30-45,2025-09-06,348,5,0,4.37,12,-0.059,0.014367816091954023,0.0
ad_593,Smartwatch Pro,google_search,Professionals 30-45,2025-11-11,1334,50,0,16.35,54,0.6,0.037481259370314844,0.0
ad_594,Smartwatch Pro,facebook,Professionals 30-45,2025-09-01,2099,18,0,27.75,10,0.347,0.00857551214864221,0.0
ad_595,Online MBA Course,facebook,Professionals 30-45,2025-09-18,4273,51,1,51.47,41,0.417,0.011935408378188626,0.0196078431372549
ad_596,Smartwatch Pro,google_search,Professionals 30-45,2025-09-08,2938,103,1,30.72,35,0.403,0.03505786249149081,0.009708737864077669
ad_597,NoiseCancel Headphones,instagram,Professionals 30-45,2025-10-24,219,0,0,3.23,23,-0.327,0.0,0.0
ad_598,Eco Bottle,google_search,Students 18-25,2025-11-08,8,1,0,0.11,27,0.244,0.125,0.0
ad_599,NoiseCancel Headphones,google_search,Women 25-40,2025-08-19,9,0,0,0.12,24,-0.045,0.0,0.0
ad_600,Organic Face Cream,youtube,Men 25-40,2025-10-05,1564,10,0,19.58,50,-0.236,0.00639386189258312,0.0
ad_601,Smartwatch Pro,youtube,Women 25-40,2025-09-15,1263,16,1,17.39,28,0.256,0.012668250197941409,0.0625
ad_602,NoiseCancel Headphones,facebook,Men 25-40,2025-08-30,1784,22,0,21.28,33,0.552,0.01233183856502242,0.0
ad_603,NoiseCancel Headphones,instagram,Women 25-40,2025-10-02,94,1,0,1.17,32,0.608,0.010638297872340425,0.0
ad_604,Organic Face Cream,google_search,Students 18-25,2025-11-12,1378,51,0,18.41,37,0.28,0.03701015965166909,0.0
ad_605,NoiseCancel Headphones,google_search,Women 25-40,2025-10-19,892,23,0,13.26,56,0.18,0.0257847533632287,0.0
ad_606,Organic Face Cream,instagram,Professionals 30-45,2025-10-31,413,4,0,5.43,28,0.421,0.009685230024213076,0.0
ad_607,NoiseCancel Headphones,youtube,Professionals 30-45,2025-09-09,693,7,1,8.37,38,-0.269,0.010101010101010102,0.14285714285714285
ad_608,Online MBA Course,facebook,Professionals 30-45,2025-10-11,131,0,0,1.52,36,-0.029,0.0,0.0
ad_609,Smartwatch Pro,google_search,Women 25-40,2025-10-21,4934,151,1,68.58,20,-0.01,0.030603972436157277,0.006622516556291391
ad_610,Online MBA Course,google_search,Professionals 30-45,2025-08-29,877,17,0,11.07,39,0.435,0.019384264538198404,0.0
ad_611,Online MBA Course,google_search,Women 25-40,2025-11-05,2529,74,2,25.45,46,0.137,0.02926057730328193,0.02702702702702703
ad_612,Online MBA Course,google_search,Professionals 30-45,2025-11-11,601,16,0,8.47,22,0.403,0.026622296173044926,0.0
ad_613,Online MBA Course,instagram,Women 25-40,2025-10-12,2455,32,1,28.21,47,-0.525,0.013034623217922607,0.03125
ad_614,NoiseCancel Headphones,facebook,Students 18-25,2025-09-03,864,9,1,12.9,13,0.314,0.010416666666666666,0.1111111111111111
ad_615,Eco Bottle,google_search,Professionals 30-45,2025-09-19,2059,49,0,26.69,41,0.773,0.023797960174842158,0.0
ad_616,Organic Face Cream,google_search,Men 25-40,2025-09-15,114,4,0,1.32,15,0.585,0.03508771929824561,0.0
ad_617,NoiseCancel Headphones,youtube,Women 25-40,2025-09-29,2648,25,0,36.57,31,0.33,0.00944108761329305,0.0
ad_618,Online MBA Course,facebook,Professionals 30-45,2025-10-03,825,6,0,11.29,24,-0.09,0.007272727272727273,0.0
ad_619,Smartwatch Pro,google_search,Women 25-40,2025-09-07,907,22,0,12.52,29,-0.015,0.024255788313120176,0.0
ad_620,Eco Bottle,google_search,Students 18-25,2025-11-02,1192,32,0,13.41,59,0.268,0.026845637583892617,0.0
ad_621,Organic Face Cream,facebook,Students 18-25,2025-10-11,819,7,0,9.23,18,-0.617,0.008547008547008548,0.0
ad_622,Smartwatch Pro,instagram,Students 18-25,2025-11-08,1676,24,0,17.72,28,0.131,0.014319809069212411,0.0
ad_623,Online MBA Course,google_search,Men 25-40,2025-09-23,1238,34,1,15.04,29,0.418,0.027463651050080775,0.029411764705882353
ad_624,Eco Bottle,instagram,Professionals 30-45,2025-10-01,1090,18,1,14.04,37,1.028,0.01651376146788991,0.05555555555555555
ad_625,Organic Face Cream,facebook,Men 25-40,2025-10-22,248,4,0,3.54,37,0.223,0.016129032258064516,0.0
ad_626,Organic Face Cream,google_search,Women 25-40,2025-10-08,113,5,0,1.32,43,0.394,0.04424778761061947,0.0
ad_627,Organic Face Cream,google_search,Men 25-40,2025-11-09,980,23,1,14.26,30,0.204,0.02346938775510204,0.043478260869565216
ad_628,NoiseCancel Headphones,instagram,Professionals 30-45,2025-09-05,1570,13,1,17.58,15,0.456,0.008280254777070064,0.07692307692307693
ad_629,Organic Face Cream,google_search,Professionals 30-45,2025-08-18,923,38,1,11.7,54,0.726,0.041170097508125676,0.02631578947368421
ad_630,NoiseCancel Headphones,google_search,Men 25-40,2025-09-23,290,13,0,3.15,59,0.5,0.04482758620689655,0.0
ad_631,Smartwatch Pro,youtube,Students 18-25,2025-09-13,522,2,0,5.77,58,0.432,0.0038314176245210726,0.0
ad_632,Organic Face Cream,facebook,Professionals 30-45,2025-10-08,814,10,0,11.62,44,-0.237,0.012285012285012284,0.0
ad_633,NoiseCancel Headphones,instagram,Students 18-25,2025-10-28,320,4,0,4.32,57,-0.086,0.0125,0.0
ad_634,Smartwatch Pro,facebook,Women 25-40,2025-10-04,3077,25,0,44.24,36,0.231,0.008124796880077998,0.0
ad_635,Smartwatch Pro,facebook,Women 25-40,2025-09-08,1161,14,0,16.2,14,0.216,0.012058570198105082,0.0
ad_636,NoiseCancel Headphones,instagram,Men 25-40,2025-09-07,759,9,0,10.46,28,0.244,0.011857707509881422,0.0
ad_637,Smartwatch Pro,instagram,Professionals 30-45,2025-10-05,19,0,0,0.21,30,0.097,0.0,0.0
ad_638,Online MBA Course,facebook,Men 25-40,2025-08-17,1787,20,1,19.03,56,0.571,0.01119194180190263,0.05
ad_639,Online MBA Course,google_search,Students 18-25,2025-11-11,401,10,0,5.34,28,0.263,0.02493765586034913,0.0
ad_640,Online MBA Course,youtube,Women 25-40,2025-11-10,342,4,1,4.52,15,-0.027,0.011695906432748537,0.25
ad_641,NoiseCancel Headphones,youtube,Professionals 30-45,2025-10-03,984,11,0,13.52,25,0.841,0.011178861788617886,0.0
ad_642,Eco Bottle,instagram,Professionals 30-45,2025-10-23,180,3,0,2.65,47,-0.288,0.016666666666666666,0.0
ad_643,Online MBA Course,google_search,Professionals 30-45,2025-10-27,957,23,1,11.68,12,0.189,0.024033437826541274,0.043478260869565216
ad_644,Online MBA Course,youtube,Women 25-40,2025-11-09,1280,5,0,19.19,15,0.2,0.00390625,0.0
ad_645,NoiseCancel Headphones,youtube,Women 25-40,2025-09-18,1053,5,0,11.52,10,0.354,0.004748338081671415,0.0
ad_646,Smartwatch Pro,facebook,Men 25-40,2025-08-21,215,3,1,2.24,56,0.113,0.013953488372093023,0.3333333333333333
ad_647,NoiseCancel Headphones,youtube,Students 18-25,2025-10-19,830,8,0,9.4,54,0.283,0.00963855421686747,0.0
ad_648,Eco Bottle,instagram,Students 18-25,2025-08-21,2978,40,0,34.43,36,-0.131,0.013431833445265278,0.0
ad_649,Organic Face Cream,instagram,Men 25-40,2025-10-24,55,1,0,0.7,29,-0.137,0.01818181818181818,0.0
ad_650,Online MBA Course,google_search,Women 25-40,2025-09-19,796,17,0,10.59,39,-0.434,0.02135678391959799,0.0
ad_651,Organic Face Cream,youtube,Women 25-40,2025-08-20,1293,15,0,18.05,43,-0.146,0.01160092807424594,0.0
ad_652,Smartwatch Pro,youtube,Professionals 30-45,2025-09-15,1118,11,1,16.26,42,-0.062,0.009838998211091235,0.09090909090909091
ad_653,Online MBA Course,facebook,Students 18-25,2025-10-29,625,9,0,8.35,47,0.311,0.0144,0.0
ad_654,NoiseCancel Headphones,instagram,Women 25-40,2025-08-29,1398,12,0,16.97,29,0.781,0.008583690987124463,0.0
ad_655,Online MBA Course,youtube,Women 25-40,2025-08-24,3006,29,0,31.2,55,0.111,0.009647371922821025,0.0
ad_656,Organic Face Cream,facebook,Women 25-40,2025-08-31,278,3,0,3.28,51,-0.303,0.01079136690647482,0.0
ad_657,Eco Bottle,google_search,Men 25-40,2025-09-23,451,15,0,5.26,20,0.019,0.03325942350332594,0.0
ad_658,Online MBA Course,google_search,Students 18-25,2025-08-20,599,22,2,7.75,59,-0.201,0.03672787979966611,0.09090909090909091
ad_659,NoiseCancel Headphones,youtube,Women 25-40,2025-10-14,286,4,0,2.95,35,0.479,0.013986013986013986,0.0
ad_660,NoiseCancel Headphones,youtube,Men 25-40,2025-10-23,1248,7,1,17.5,44,-0.044,0.005608974358974359,0.14285714285714285
ad_661,Smartwatch Pro,instagram,Professionals 30-45,2025-10-23,1457,24,0,16.33,15,-0.1,0.016472203157172273,0.0
ad_662,Online MBA Course,youtube,Women 25-40,2025-09-07,1480,11,0,18.13,59,0.457,0.007432432432432433,0.0
ad_663,Smartwatch Pro,facebook,Men 25-40,2025-08-25,1225,8,0,14.27,33,-0.147,0.006530612244897959,0.0
ad_664,Organic Face Cream,google_search,Professionals 30-45,2025-09-30,3136,91,3,36.4,11,0.243,0.029017857142857144,0.03296703296703297
ad_665,NoiseCancel Headphones,google_search,Men 25-40,2025-09-09,1115,38,4,13.23,16,0.149,0.034080717488789235,0.10526315789473684
ad_666,Online MBA Course,youtube,Students 18-25,2025-09-08,1699,5,1,23.64,12,-0.382,0.002942907592701589,0.2
ad_667,Smartwatch Pro,instagram,Women 25-40,2025-08-23,490,7,0,5.67,11,-0.001,0.014285714285714285,0.0
ad_668,NoiseCancel Headphones,youtube,Women 25-40,2025-11-11,598,0,0,8.27,12,-0.199,0.0,0.0
ad_669,Eco Bottle,google_search,Students 18-25,2025-10-05,740,26,0,7.41,56,0.029,0.03513513513513514,0.0
ad_670,Organic Face Cream,instagram,Men 25-40,2025-10-21,809,10,0,10.63,47,0.2,0.012360939431396786,0.0
ad_671,NoiseCancel Headphones,instagram,Women 25-40,2025-10-16,731,14,0,10.04,14,-0.117,0.019151846785225718,0.0
ad_672,NoiseCancel Headphones,youtube,Men 25-40,2025-11-08,559,5,0,5.69,18,0.124,0.008944543828264758,0.0
ad_673,NoiseCancel Headphones,facebook,Men 25-40,2025-11-10,417,5,1,6.15,47,0.215,0.011990407673860911,0.2
ad_674,Eco Bottle,google_search,Students 18-25,2025-11-06,1005,35,0,12.11,52,0.265,0.03482587064676617,0.0
ad_675,NoiseCancel Headphones,facebook,Women 25-40,2025-10-01,42,1,0,0.48,59,-0.086,0.023809523809523808,0.0
ad_676,NoiseCancel Headphones,instagram,Professionals 30-45,2025-11-13,2718,28,1,37.22,10,-0.152,0.010301692420897719,0.03571428571428571
ad_677,Eco Bottle,facebook,Professionals 30-45,2025-10-02,300,5,0,3.53,41,0.043,0.016666666666666666,0.0
ad_678,Online MBA Course,instagram,Women 25-40,2025-10-29,5193,50,8,59.56,10,-0.467,0.009628345850182938,0.16
ad_679,Online MBA Course,google_search,Professionals 30-45,2025-09-15,522,11,1,7.49,59,-0.016,0.0210727969348659,0.09090909090909091
ad_680,Eco Bottle,youtube,Students 18-25,2025-09-05,511,3,0,6.43,15,0.371,0.005870841487279843,0.0
ad_681,Smartwatch Pro,instagram,Professionals 30-45,2025-08-20,914,9,0,10.83,11,0.526,0.009846827133479213,0.0
ad_682,NoiseCancel Headphones,google_search,Students 18-25,2025-09-27,350,13,0,5.01,27,-0.035,0.037142857142857144,0.0
ad_683,Online MBA Course,youtube,Women 25-40,2025-09-28,641,5,0,9.42,41,0.312,0.0078003120124804995,0.0
ad_684,NoiseCancel Headphones,facebook,Professionals 30-45,2025-10-30,569,7,0,7.9,49,0.297,0.012302284710017574,0.0
ad_685,NoiseCancel Headphones,youtube,Women 25-40,2025-10-12,3994,34,0,50.15,34,0.487,0.008512769153730596,0.0
ad_686,Eco Bottle,facebook,Students 18-25,2025-10-19,755,6,1,10.46,29,0.445,0.007947019867549669,0.16666666666666666
ad_687,Eco Bottle,instagram,Professionals 30-45,2025-10-07,450,8,1,6.64,11,0.289,0.017777777777777778,0.125
